Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,Dropped,TimeInSeconds,msInPresentAPI,msBetweenPresents,AllowsTearing,PresentMode,msUntilRenderComplete,msUntilDisplayed,msBetweenDisplayChange
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27288970000000,0.00000000000000,0.35280000000000,0,Composed: Copy with GPU GDI,0.09660000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27320240000000,0.00000000000000,0.31270000000000,0,Composed: Copy with GPU GDI,0.10080000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27364650000000,0.00000000000000,0.44410000000000,0,Composed: Copy with GPU GDI,0.10020000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27409800000000,0.00000000000000,0.45150000000000,0,Composed: Copy with GPU GDI,0.08960000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,0,6.27454600000000,0.00000000000000,0.44800000000000,0,Composed: Copy with GPU GDI,0.30070000000000,7.61390000000000,6.89340000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27532510000000,0.00000000000000,0.77910000000000,0,Composed: Copy with GPU GDI,0.86980000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27599740000000,0.00000000000000,0.67230000000000,0,Composed: Copy with GPU GDI,0.93430000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27708270000000,0.00000000000000,1.08530000000000,0,Composed: Copy with GPU GDI,0.21740000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27794120000000,0.00000000000000,0.85850000000000,0,Composed: Copy with GPU GDI,1.82410000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27871680000000,0.00000000000000,0.77560000000000,0,Composed: Copy with GPU GDI,1.06640000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27916330000000,0.00000000000000,0.44650000000000,0,Composed: Copy with GPU GDI,0.71020000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.27951690000000,0.00000000000000,0.35360000000000,0,Composed: Copy with GPU GDI,0.48940000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28010120000000,0.00000000000000,0.58430000000000,0,Composed: Copy with GPU GDI,0.85840000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28039710000000,0.00000000000000,0.29590000000000,0,Composed: Copy with GPU GDI,0.65480000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28064720000000,0.00000000000000,0.25010000000000,0,Composed: Copy with GPU GDI,0.49880000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28093400000000,0.00000000000000,0.28680000000000,0,Composed: Copy with GPU GDI,0.30590000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28125440000000,0.00000000000000,0.32040000000000,0,Composed: Copy with GPU GDI,0.09280000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28149560000000,0.00000000000000,0.24120000000000,0,Composed: Copy with GPU GDI,0.09410000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,1,6.28171500000000,0.00000000000000,0.21940000000000,0,Composed: Copy with GPU GDI,0.09510000000000,0.00000000000000,0.00000000000000
lava-triangle.exe,11468,0x0000000000000000,Other,-1,0,0,6.28195630000000,0.00000000000000,0.24130000000000,0,Composed: Copy with GPU GDI,0.09460000000000,7.14540000000000,6.94180000000000
